,Ticker,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,sharesOutstanding,bookValue,sharesShort,sharesPercentSharesOut,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,lastSplitDate,lastSplitFactor,earningsQuarterlyGrowth,dateShortInterest,pegRatio,forwardPE,maxAge,shortPercentOfFloat,sharesShortPriorMonth,eps,Market Cap,PE,NI,EBIT
0,A,4.306,0.22254999,17.757,0.051262617,3.4,315992992,16.153,4636334,0.0146,1540944000,0.88238,1116999936,3.443,0.032832503,4.351514,0.0036,1604102400,1556582400,1.64,2019/4/15,315143330,1.327925,21610858496,2,2014/11/3,1000/1398,-0.112,1557878400,2.3,20.673529,1,0.0146,3687978,3.443000078,22211147776,20.415335,316000000,974000000
1,AAL,0.958,0.03215,7.364,-0.2998188,5.76,444835008,-1.432,20867364,0.0469,1546214400,0.07825,1438000000,3.118,0.032832503,,0.39758,1609372800,1553990400,4.06,2019/4/15,395889907,1.969488,42849300480,2,2013/12/9,1/0,0.164,1557878400,0.41,5.3402777,1,0.0561,23003563,3.118000085,13683125248,9.865298,1412000000,3757000000
2,AAP,1.428,0.04448,14.394,0.17042124,9.49,71326896,49.732,2867611,0.04,1546041600,1.01534,429620000,5.856,0.032832503,3.0869462,0.00324,1609200000,1555718400,3.07,2019/4/15,71009465,1.234403,13794003968,2,2005/9/26,2月3日,0.042,1557878400,1.09,16.177029,1,0.0471,2882176,5.855999999,10950105088,26.215847,423847000,712142000
3,AAPL,3.511,0.22117001,11.732,-0.005647659,12.78,4601079808,22.977,49550348,0.0108,1538179200,0.60946,57170001920,11.887,0.032832503,8.381425,0.00074,1601337600,1553904000,1.62,2019/4/15,4348475982,1.034907,9.07E+11,2,2014/6/9,1月7日,-0.164,1557878400,1.37,15.068858,1,0.0105,61003851,11.88700054,8.86E+11,16.200891,59531000000,70898000000
4,ABBV,4.507,0.16418,10.552,-0.22391498,9.42,1478329984,-5.294,21309313,0.014400001,1546214400,0.71891,5329999872,3.511,0.032832503,,0.00085,1609372800,1553990400,3.66,2019/4/15,1477134728,0.939385,1.47E+11,2,-,,-0.117,1557878400,1.16,8.16879,1,0.0163,27575807,3.51100013,1.14E+11,21.916832,5687000000,11911000000
5,ABC,0.111,0.00531,8.535,-0.043537974,7.37,210176992,13.899,7081809,0.0337,1538265600,0.67994004,929884032,4.299,0.032832503,6.0989995,0.27128,1601424000,1553990400,4.79,2019/4/15,152817559,1.223459,19429810176,2,2009/6/16,1月2日,-0.906,1557878400,1.58,11.502035,1,0.045700002,7027314,4.298999825,17816702976,19.71854,1658405000,1650952000
6,ABMD,15.071,0.33663,48.718,-0.3594845,5.85,45124700,20.763,2334856,0.0596,1553990400,0.89764,259016000,5.61,0.032832503,13.120935,0.04124,1617148800,1553990400,2.64,2019/4/15,44254273,1.164452,11595863040,2,2000/10/2,1月2日,1.007,1557878400,1.95,46.56923,1,,1982316,5.610000038,12293321728,48.561497,,
7,ABT,5.187,0.08534,21.87,0.2789482,3.6,1764179968,17.529,13613261,0.0077,1546214400,0.76492,2582000128,1.474,0.032832503,4.636317,0.00722,1609372800,1553990400,2.38,2019/4/15,1750649992,0.847546,1.59E+11,2,2013/1/2,4798/10000,0.608,1557878400,2.04,22.574999,1,0.007900001,13074097,1.474000006,1.43E+11,55.135685,2368000000,3922000000
8,ACN,2.758,0.10949001,16.869,0.12393236,7.96,637833024,20.907,6507155,0.010199999,1535673600,0.7246,4471712768,6.872,0.032832503,8.821926,0.00226,1598832000,1551312000,3.81,2019/4/15,636588804,1.087041,1.13E+11,2,2011/12/30,1月10日,0.302,1557878400,2.67,23.170855,1,0.010199999,4967598,6.87200002,1.18E+11,26.839348,4059907000,5841041000
9,ADBE,14.305,0.28077,42.077,0.108207226,9.69,487951008,20.208,4930215,0.0101,1543536000,0.88935,2681938944,5.39,0.032832503,13.872724,0.00276,1606694400,1551398400,2.12,2019/4/15,486433416,1.083378,1.37E+11,2,2005/5/24,1月2日,0.156,1557878400,1.53,28.930857,1,0.0101,4661147,5.390000179,1.37E+11,52.01113,2590774000,2840369000
10,ADI,6.933,0.24841,15.769,-0.006904006,6.01,369760992,31.756,5461278,0.0148,1541203200,0.92530996,1519793024,4.06,0.032832503,3.3552716,0.00336,1604361600,1556928000,2,2019/4/15,368470760,1.490851,42555785216,2,2000/3/16,1月2日,-0.081,1557878400,2.16,17.728785,1,0.0148,6220358,4.059999902,39398035456,26.243843,1495432000,1943053000
11,ADM,0.499,0.025729999,11.565,-0.13030094,3.72,560164992,33.741,8180690,0.0146,1546214400,0.80374,1650000000,2.9,0.032832503,1.1872796,0.00323,1609372800,1553990400,2.12,2019/4/15,557790096,1.008201,32001339392,2,2001/8/30,1月1日,-0.407,1557878400,-1.41,10.768818,1,0.0164,8861432,2.900000022,22440210432,13.813793,1810000000,1924000000
12,ADP,5.205,0.12109,21.981,0.24492836,6.07,435228000,12.046,3939955,0.0091,1530316800,0.81751996,1694200064,3.863,0.032832503,13.920804,0.00171,1593475200,1553990400,2.46,2019/4/15,434584099,1.027058,72817098752,2,2014/10/1,1000/1139,0.14,1557878400,1.76,27.62603,1,0.009,3936399,3.863000036,72983388160,43.409267,1620800000,2540500000
13,ADS,3.624,0.12246,15.287,-0.35721678,23.44,52383500,42.82,2288955,0.0437,1546214400,0.97169,960899968,17.421,0.032832503,3.18426,0.02832,1609372800,1553990400,2.6,2019/4/15,47228969,1.971745,28066613248,2,2006/6/6,4月1日,-0.09,1557878400,1.47,5.81698,1,0.044899996,1955733,17.42099912,7142490624,7.8267612,963100000,1508400000
14,ADSK,13.703,-0.00823,194.515,0.21570933,4.83,219620000,-1.117,3703233,0.0168,1548892800,0.98677003,-22600000,-0.103,0.032832503,,0.00166,1612051200,1556582400,2.74,2019/4/15,219388979,1.542064,37619118080,2,2004/12/21,1月2日,,1557878400,0.69,34.186337,1,0.0188,3258387,,36263653376,,-80800000,40200000
15,AEE,4.743,0.143,11.698,0.36107624,3.52,245596992,31.372,3526370,0.014400001,1546214400,0.74354,855000000,3.478,0.032832503,2.4199922,0.00421,1609372800,1553990400,2.89,2019/4/15,244433025,0.212169,28356913152,2,-,,0.265,1557878400,4.64,21.568182,1,0.0164,4073137,3.478000183,18645723136,21.828636,815000000,1427000000
16,AEP,4.42,0.12603,14.041,0.42285085,4.39,493436000,38.904,6385496,0.0129,1546214400,0.75762004,2042200064,4.14,0.032832503,2.2881966,0.00023,1609372800,1553990400,2.82,2019/4/15,493129600,0.145292,71619313664,2,-,,0.261,1557878400,3.47,20.277905,1,0.0129,7217178,4.140000088,43925671936,21.502415,1923800000,2877800000
17,AES,2.981,0.06322,9.603,0.30163682,1.45,663726976,4.873,11845065,0.0178,1546214400,0.97392,454000000,1.012,0.032832503,3.3716397,0.00349,1609372800,1553990400,1.75,2019/4/15,661251351,0.622709,31738241024,2,2000/6/2,1月2日,-0.775,1557878400,1.42,11.331035,1,0.020599999,14331022,1.011999992,10905034752,16.235178,1203000000,2372000000
18,AFL,2.009,0.14264,9.766,0.19234967,4.45,745468992,34.895,10070837,0.0135,1546214400,0.70518994,3131000064,4.086,0.032832503,1.5575297,0.01773,1609372800,1553990400,3.19,2019/4/15,736590582,0.44381,44092342272,2,2018/3/19,1月2日,0.294,1557878400,1.9,12.213483,1,0.0136,8939222,4.085999962,40516239360,13.3015175,2920000000,4205000000
19,AGN,4.071,-0.4594,9.057,-0.25672358,17.2,327801984,187.743,3712508,0.0113,1546214400,0.88905,-7218299904,-21.461,0.032832503,0.67437935,0.00297,1609372800,1553990400,1.71,2019/4/15,326949620,1.629047,63964557312,2,1997/10/30,1月2日,,1557878400,2.45,7.3610463,1,0.0113,3340347,,41503010816,,-5096400000,384500000
20,AIG,1.472,-0.00602,9.593,-0.04026848,5.08,869753984,69.334,16922576,0.0195,1546214400,0.92015,-249000000,-0.326,0.032832503,0.76917535,0.00141,1609372800,1553990400,2.68,2019/4/15,869153454,1.101862,70961659904,2,2009/7/1,1月20日,-0.303,1557878400,0.22,10.498032,1,0.0195,17699403,,46383980544,,-6000000,2099000000
21,AIV,13.187,0.90361,21.541,0.23642945,0.32,148828000,11.822,1781927,0.012,1546214400,1.01803,846640000,5.664,0.032832503,4.335138,0.00916,1609372800,1553990400,1.73,2019/4/15,147386321,0.572293,12500227072,2,2019/2/21,1月1日,2.272,1557878400,6.94,160.15625,1,0.0175,1441713,5.663999816,8122765824,9.048376,666227000,215756000
22,AIZ,0.95,0.03509,11.647,0.096930146,9.44,61474700,88.162,1052923,0.0171,1546214400,0.86114997,291800000,4.737,0.032832503,1.1736349,0.01017,1609372800,1553990400,1.91,2019/4/15,60783092,0.574203,8411268096,2,-,,0.563,1557878400,0.57,10.960806,1,0.0171,1356843,4.73699969,6360787456,21.84294,251000000,515000000
23,AJG,2.952,0.101940006,18.664,0.30562174,4.31,185252000,26.344,1871903,0.0101,1546214400,0.86453,693900032,3.704,0.032832503,3.3335865,0.010779999,1609372800,1553990400,2.14,2019/4/15,183077142,0.578133,20095272960,2,2001/1/19,1月2日,0.221,1557878400,1.6,20.37587,1,0.012999999,1543941,3.704000037,16268830720,23.709503,633500000,631000000
24,AKAM,4.793,0.12782,17.347,0.002018571,4.65,164096992,20.08,6903956,0.0421,1546214400,0.91019,351788992,2.1,0.032832503,3.9616535,0.031159999,1609372800,1553990400,5.22,2019/4/15,159712230,0.333267,13192456192,2,-,,0.994,1557878400,1.3,17.107527,1,0.0484,7204689,2.099999855,13053916160,37.880955,298373000,432691000
25,ALB,2.658,0.2054,9.689,-0.2756632,6.75,105957000,34.66,12324982,0.1163,1546214400,0.98549,695371008,6.439,0.032832503,2.0464513,0.00485,1609372800,1553990400,6.72,2019/4/15,105309327,1.093545,8996926464,2,2007/3/2,1月2日,0.014,1557878400,0.85,10.508148,1,0.13319999,13068346,6.439000389,7515530240,11.015685,693562000,753766000
26,ALGN,11.533,0.18100001,42.972,-0.117035925,7.15,80004896,15.696,2643804,0.033,1546214400,0.84432,376216992,4.642,0.032832503,20.070719,0.08934,1609372800,1553990400,2.2,2019/4/15,73368486,2.716036,23970793472,2,-,,-0.251,1557878400,2.72,44.06014,1,0.036199998,2794986,4.642000296,25203941376,67.86514,400235000,466564000
27,ALK,1.17,0.052600004,8.011,-0.037219644,6.74,123428000,30.331,7072683,0.0573,1546214400,0.89731,437000000,3.518,0.032832503,1.9992747,0.0041,1609372800,1553990400,5.91,2019/4/15,122974999,1.149202,9717095424,2,2014/7/10,1月2日,0,1557878400,0.59,8.997033,1,0.064,7907007,3.518000105,7484674048,17.237066,437000000,797000000
28,ALL,0.921,0.06185,9.321,0.07583845,9.93,333107008,64.529,4117367,0.0124,1546214400,0.81284,2388000000,6.881,0.032832503,1.5619334,0.00378,1609372800,1553990400,2.37,2019/4/15,331744420,0.701006,37797519360,2,1998/7/2,1月2日,0.284,1557878400,0.83,10.15005,1,0.0124,4415972,6.881000138,33573855232,14.64758,2252000000,3153000000
29,ALLE,4.021,0.15968001,18.157,0.2815653,5.31,93945696,6.735,4351721,0.0463,1546214400,0.99611,442900000,4.632,0.032832503,15.670379,0.00292,1609372800,1553990400,5.01,2019/4/15,93629109,1.15606,11152205824,2,-,,0.111,1557878400,2.39,19.875706,1,0.0521,4865802,4.631999816,9915028480,22.784975,434900000,538600000
30,ALXN,6.396,0.09593,12.864,0.014567256,10.73,224236992,43.294,3622569,0.0162,1546214400,0.96766996,416400000,1.862,0.032832503,2.6890562,0.00305,1609372800,1553990400,2.76,2019/4/15,223714741,1.790045,27761686528,2,2011/5/23,1月2日,1.36,1557878400,0.97,10.849954,1,0.019199999,3790427,1.862000047,26105669632,62.524166,77600000,1619900000
31,AMAT,2.573,0.22111,9.246,-0.16796958,3.74,936105024,8.761,14243747,0.0152,1540684800,0.81498003,3484999936,3.566,0.032832503,4.9240956,0.00301,1603843200,1556409600,1.6,2019/4/15,926612825,1.574041,40545714176,2,2002/4/17,1月2日,-0.395,1557878400,1.25,11.5347595,1,0.015,13570753,3.565999804,40383569920,12.097589,3313000000,4796000000
32,AMD,5.771,0.04459,60.078,1.0603943,1,1081600000,1.652,114851982,0.1062,1546041600,0.66966003,272000000,0.249,0.032832503,20.115013,0.00795,1609200000,1553904000,1.77,2019/4/15,998977244,3.677809,35205681152,2,2000/8/22,1月2日,-0.802,1557878400,1.19,33.23,1,0.1069,112022509,0.24900001,35941568512,133.45381,337000000,496000000
33,AME,4.401,0.16143,16.412,0.1342237,4.3,227840992,19.56,2559313,0.0112,1546214400,0.87681,800860992,3.45,0.032832503,4.421268,0.0046,1609372800,1553990400,2.65,2019/4/15,224468872,1.299543,21834776576,2,2012/7/2,2月3日,0.126,1557878400,2.4,20.111628,1,0.0126,3227025,3.449999816,19703689216,25.066668,777933000,1097143000
34,AMG,3.296,-0.04772,8.596,-0.45481193,15.11,51199300,61.097,1712680,0.0335,1546214400,1.0064499,-110200000,-2.18,0.032832503,1.4760135,0.00871,1609372800,1553990400,2.73,2019/4/15,50638199,1.685892,7610877440,2,2004/3/30,2月3日,,1557878400,1.86,5.968233,1,0.0376,1316182,,4617153024,,243600000,767600000
35,AMGN,4.811,0.34,9.314,-0.04929316,14.76,609936000,17.63,10364938,0.017,1546214400,0.81922996,8074999808,12.539,0.032832503,9.959161,0.00207,1609372800,1553990400,3.05,2019/4/15,608947586,0.914805,1.14E+11,2,1999/11/22,1月2日,-0.138,1557878400,5.98,11.895664,1,0.016900001,10888044,12.53899959,1.07E+11,14.002712,8394000000,10551000000
36,AMP,1.685,0.14729,6.108,0.016343355,18.16,133904000,43.545,1684574,0.0126,1546214400,0.86702,1899000064,13.115,0.032832503,3.4734185,0.00388,1609372800,1553990400,1.93,2019/4/15,133357968,2.148329,21725237248,2,-,,-0.335,1557878400,0.47,8.328745,1,0.0125,1805296,13.11499916,20252979200,11.532597,2098000000,3511000000
37,AMT,16.25,0.17953,26.519,0.5214839,4.27,442023008,12.098,4781995,0.0108,1546214400,0.9572,1348600064,3.029,0.032832503,17.345844,0.00214,1609372800,1553990400,3.4,2019/4/15,440706205,0.114922,1.22E+11,2,-,,0.393,1557878400,2.71,49.1452,1,0.0125,5050554,3.029000023,92758532096,69.28029,1236400000,2742300000
38,AMZN,3.81,0.0497,29.269,0.06802952,38.11,492332000,98.394,2783167,0.0057,1546214400,0.57117003,12005000192,23.954,0.032832503,18.909996,0.1612,1609372800,1553990400,0.61,2019/4/15,412731574,1.728497,9.20E+11,2,1999/9/2,1月2日,1.186,1557878400,0.72,48.822617,1,0.0067,2580066,23.95400072,9.16E+11,77.675125,10073000000,12421000000
39,ANET,7.404,0.16911,22.043,-0.092903376,10.65,76622496,31.397,1717049,0.0224,1546214400,0.58518004,384388000,4.748,0.032832503,7.964774,0.28530002,1609372800,1553990400,1.35,2019/4/15,54149152,1.949759,16839696384,2,-,,0.391,1557878400,1.54,23.480753,1,0.0291,1460669,4.74800018,19160987648,52.66849,328115000,681847000
40,ANSS,11.836,0.31729,28.972,0.11734772,6.68,83928400,32.003,1498376,0.0179,1546214400,0.98253,421324992,4.912,0.032832503,6.095679,0.01165,1609372800,1553990400,3.49,2019/4/15,83261202,1.653848,15717424128,2,2007/6/5,1月2日,0.023,1557878400,1.98,29.203594,1,0.0201,1491100,4.912000459,16372752384,39.71498,419375000,480074000
41,ANTM,0.729,0.042340003,10.513,0.19713342,22.95,257196000,116.563,4501041,0.0175,1546214400,0.91429,3988999936,15.101,0.032832503,2.4204936,0.00171,1609372800,1553990400,1.61,2019/4/15,256889642,0.922386,68651839488,2,2005/6/1,1月2日,0.182,1557878400,0.77,12.293682,1,0.0167,3160512,15.1009983,72565284864,18.683533,3750000000,5818000000
42,AON,4.888,0.11078,17.92,0.33370733,10.31,240522000,19.822,1736675,0.0072,1546214400,0.90974,1131000064,4.881,0.032832503,9.629199,0.01204,1609372800,1553990400,2.17,2019/4/15,237818199,0.688293,52899241984,2,1999/5/18,2月3日,0.109,1557878400,1.66,18.513092,1,0.0073,1610465,4.881000207,45908434944,39.10469,1134000000,2354000000
43,AOS,2.234,0.13808,11.419,-0.3201489,2.95,141136992,10.462,5796444,0.0347,1546214400,0.98663,434700000,2.542,0.032832503,4.2420187,0.00875,1609372800,1553990400,4.48,2019/4/15,138019038,1.58573,7032722432,2,2016/10/6,1月2日,-0.096,1557878400,2.39,15.044068,1,0.0466,4920513,2.541999992,7420202496,17.458694,444200000,562400000
44,APA,2.954,-0.021289999,4.627,-0.35089684,1.7,375920992,18.592,24564812,0.0653,1546214400,1.02262,-152000000,-0.399,0.032832503,1.5533563,0.00267,1609372800,1553990400,5.61,2019/4/15,374770276,2.038145,21094287360,2,2004/1/15,1月2日,,1557878400,-8.81,16.988234,1,0.0872,25702542,,10856597504,,40000000,1611000000
45,APC,4.189,0.03683,7.214,-0.022739887,2.79,502400000,18.209,21210266,0.0422,1546214400,0.88499,472000000,0.95,0.032832503,3.848097,0.00284,1609372800,1553990400,1.16,2019/4/15,500908683,1.746516,54488420352,2,2006/5/30,1月2日,,1557878400,0.94,25.114697,1,0.0424,7679427,0.949999932,35203166208,73.7579,615000000,2250000000
46,APD,5.629,0.18903999,16.445,0.32426977,9.38,220132992,50.723,3541144,0.0161,1538265600,0.89154,1652400000,7.674,0.032832503,4.363504,0.00229,1601424000,1553990400,2.82,2019/4/15,219566820,0.665945,50492370944,2,2016/10/3,1000/1081,0.012,1557878400,2.08,23.59595,1,0.0162,2755823,7.673999966,48722034688,28.841543,1497800000,1957600000
47,APH,3.694,0.14552,15.104,0.027226686,4.27,298732000,13.836,3012030,0.0101,1546214400,0.98996,1206899968,3.883,0.032832503,6.8047123,0.00421,1609372800,1553990400,1.81,2019/4/15,297229638,1.034564,30639460352,2,2014/10/10,1月2日,0.007,1557878400,3.79,22.049181,1,0.0136,3184858,3.882999913,28125618176,24.246717,1205000000,1688000000
48,APTV,1.655,0.06954,10.878,-0.27912003,5.84,257835008,13.256,8825122,0.0342,1546214400,0.99482,1000000000,3.79,0.032832503,5.711376,0.00481,1609372800,1553990400,5.83,2019/4/15,256167160,2.100144,23801114624,2,2017/12/5,1000/1193,-0.218,1557878400,1.4,12.964041,1,0.0404,8625161,3.789999867,19520688128,19.976254,1067000000,1598000000
49,ARE,17.342,0.27141002,27.468,0.2030015,2.38,112936000,67.54,1528495,0.0135,1546214400,1.01607,355193984,3.345,0.032832503,2.225644,0.01286,1609372800,1553990400,2.14,2019/4/15,111341051,0.710177,23822227456,2,2006/4/24,1月1日,-0.048,1557878400,745.3,63.159664,1,0.0162,1727219,3.344999814,16976540672,44.938717,379312000,385815000
50,ARNC,1.131,0.04862,8.665,0.2962556,2.03,448628992,11.283,16260324,0.0369,1546214400,0.90506,684000000,1.393,0.032832503,2.0641675,0.00341,1609372800,1553990400,3.7,2019/4/15,395457560,2.017,15951728640,2,2016/11/1,1000/1334,0.308,1557878400,1.06,11.472907,1,0.045700002,15827451,1.39300007,10448569344,16.71931,642000000,1222000000
51,ATO,5.282,0.16194001,13.962,0.23165107,4.59,116988000,47.085,2849506,0.024400001,1538265600,0.80579,482052000,4.236,0.032832503,2.1900818,0.011469999,1601424000,1553990400,4.2,2019/4/15,115674431,0.224275,15736700928,2,1994/5/17,2月3日,0.201,1557878400,3.63,22.46623,1,0.024600001,2573455,4.235999911,12063803392,24.343721,603064000,723134000
52,ATVI,4.468,0.23913,13.307,-0.39493334,2.56,766006976,15.14,16495930,0.0215,1546214400,0.9154,1760000000,2.28,0.032832503,3.0389695,0.0115,1609372800,1553990400,1.96,2019/4/15,757366163,0.901681,32881385472,2,2008/9/8,1月2日,-0.106,1557878400,2.75,17.972656,1,0.024600001,15487420,2.27999995,35243978752,20.179825,1813000000,1998000000
53,AVB,15.794,0.43777,24.615,0.2547866,5.04,139072992,77.183,1771877,0.0127,1546214400,0.94982004,1000337984,7.246,0.032832503,2.7125144,0.00259,1609372800,1553990400,3.72,2019/4/15,138630746,0.614492,36195540992,2,2013/1/7,9月8日,0.203,1557878400,16.66,41.539684,1,0.0173,1717408,7.245999861,29117788160,28.893183,974525000,831108000
54,AVGO,6.633,0.30502,14.234,0.05382824,26.35,395846016,58.646,4827675,0.012200001,1541289600,0.88348997,6513999872,15.147,0.032832503,4.77799,0.02595,1604448000,1549152000,2.33,2019/4/15,388395845,0.640829,1.41E+11,2,-,,-0.924,1557878400,0.84,10.634155,1,0.0171,5045259,15.14700067,1.11E+11,18.499372,12259000000,5487000000
55,AVY,1.612,0.027420001,12.011,0.041221857,7.2,84415904,11.752,1143127,0.0135,1546041600,0.90783,195300000,2.242,0.032832503,9.575392,0.00616,1609200000,1553904000,1.95,2019/4/15,83837604,1.491988,11482537984,2,1996/12/23,1月2日,,1557878400,1.52,15.629167,1,0.0155,1160252,2.242000136,9499321344,50.19179,467400000,803900000
56,AWK,8.561,0.16438,17.392,0.48423743,3.9,180519008,32.862,5328396,0.0299,1546214400,0.88136,574000000,3.173,0.032832503,3.525044,0.00235,1609372800,1553990400,5.72,2019/4/15,180141526,0.228578,29896531968,2,1996/7/26,1月2日,0.066,1557878400,3.72,29.702562,1,0.0332,5252068,3.173000222,20911321088,36.508034,567000000,1139000000
57,AXP,3.437,0.18184,,0.1967392,9,835081024,26.545,7294849,0.0087,1546214400,0.86333,6704999936,7.853,0.032832503,4.6208324,0.00292,1609372800,1553990400,2.32,2019/4/15,681325511,1.051346,1.29E+11,2,2005/10/3,8753/10000,-0.051,1557878400,1.57,13.628889,1,0.0106,6447955,7.852999733,1.02E+11,15.619509,6921000000,0
58,AZO,2.801,0.12701,11.821,0.5929334,64.63,24528700,-64.585,688575,0.027999999,1535155200,0.96563005,1452274048,56.118,0.032832503,,0.00815,1598313600,1556928000,2.74,2019/4/15,24447829,0.718736,32028792832,2,1994/4/21,1月2日,0.107,1557878400,1.29,17.193718,1,0.0271,695781,56.11799976,27257026560,19.801668,1337536000,2134356000
59,BA,2.058,0.10065,15.404,-0.046476483,22.49,562630016,0.222,5357797,0.0095,1546214400,0.70559,10131999744,17.469,0.032832503,1593.6936,0.00073,1609372800,1553990400,1.02,2019/4/15,562225329,1.405387,2.07E+11,2,1997/6/9,1月2日,-0.132,1557878400,1.17,15.731436,1,0.0095,5341558,17.46899968,1.99E+11,20.25302,10460000000,11843000000
60,BAC,2.567,0.32266998,,-0.08416498,3.15,9508200448,25.572,66534979,0.007,1546214400,0.70435,27075000320,2.69,0.032832503,1.097685,0.00103,1609372800,1553990400,1.23,2019/4/15,9501191917,1.657303,2.27E+11,2,2004/8/30,1月2日,0.057,1557878400,0.48,8.911111,1,0.0069,69504687,2.690000061,2.67E+11,10.434944,28147000000,0
61,BAX,3.833,0.14275,16.399,0.031786084,3.73,510168000,14.991,6115928,0.012,1546214400,0.88233,1588000000,2.932,0.032832503,5.214462,0.00127,1609372800,1553990400,2.09,2019/4/15,509474638,1.073165,42473869312,2,2015/7/1,1000/1841,-0.108,1557878400,2.14,20.957104,1,0.0126,5199819,2.932000029,39879831552,26.660982,1624000000,1809000000
62,BBT,6.103,0.29272,,-0.09907746,4.64,765920000,36.257,37594601,0.049099997,1546214400,0.66181,3067000064,3.941,0.032832503,1.3674601,0.00767,1609372800,1553990400,7.97,2019/4/15,762848583,1.247967,67573870592,2,1998/8/4,1月2日,0.005,1557878400,2.99,10.685346,1,0.0494,32532758,3.940999783,37974315008,12.580564,3237000000,0
63,BBY,0.455,0.035439998,6.968,-0.13470936,6.01,267043008,12.534,8969118,0.0335,1549065600,0.86383003,1520999936,5.49,0.032832503,5.201053,0.14924,1612224000,1556928000,3.36,2019/4/15,231449916,1.572326,19509471232,2,2005/8/4,2月3日,0.274,1557878400,1.47,10.846922,1,0.044499997,9231927,5.48999951,17408534528,11.874318,1464000000,1971000000
64,BDX,4.944,0.06328,16.776,0.024981737,13.17,269732000,78.993,4669423,0.0173,1538265600,0.87517,926000000,3.335,0.032832503,3.0409026,0.00261,1601424000,1553990400,2.68,2019/4/15,268936194,1.258327,84217692160,2,1998/8/21,1月2日,,1557878400,1.81,18.23918,1,0.02,4898968,3.33500007,64792326144,72.026985,311000000,2777000000
65,BEN,2.271,0.26098,7.385,-0.019241989,2.73,507560000,19.467,27705221,0.0546,1538265600,0.51161,1540600064,2.976,0.032832503,1.7157242,0.44998002,1601424000,1553990400,10.22,2019/4/15,282401165,0.984415,13469109248,2,2013/7/26,1月3日,-0.171,1557878400,-5.63,12.234433,1,0.09770001,24085599,2.975999809,16952504320,11.223119,764400000,2144000000
66,BHGE,1.497,0.0068,12.07,-0.31713033,1.54,515558016,34.008,14552653,0.013999999,1546214400,0.99985003,157000000,0.337,0.032832503,0.6883674,0.00271,1609372800,1553990400,3.24,2019/4/15,514140725,0.778,34568822784,2,-,,-0.543,1557878400,0.45,15.201299,1,0.0365,13474492,0.337000026,24278511616,69.46587,195000000,1423000000
67,BIIB,3.368,0.33788,6.583,-0.2590648,30.68,193892992,71.327,3899212,0.0201,1546214400,0.93421,4666599936,23.142,0.032832503,3.2021532,0.0047,1609372800,1553990400,1.78,2019/4/15,193569595,1.615286,46520795136,2,2001/1/18,1月3日,0.201,1557878400,1.18,7.444589,1,0.0202,4104282,23.1420008,44285157376,9.869501,4430700000,6375000000
68,BK,-0.606,0.25081,,-0.2305026,4.41,957516992,39.355,12948906,0.0135,1546214400,0,3848000000,3.879,0.032832503,1.140897,0,1609372800,1553990400,2.24,2019/4/15,874672874,1.021488,-9757233152,2,2007/7/2,10000/9434,-0.192,1557878400,1.23,10.181407,1,0.0138,13072910,3.878999743,42992513024,11.575149,4266000000,0
69,BKNG,5.69,0.28789,14.601,-0.16287792,113.58,43291300,156.497,1316623,0.0304,1546214400,0.95049006,4156000000,88.292,0.032832503,11.381177,0.0032,1609372800,1553990400,2.73,2019/4/15,43159739,0.784381,82147565568,2,2003/6/16,6月1日,0.26,1557878400,1.39,15.681634,1,0.0299,1244957,88.29200487,77107003392,20.173061,3998000000,5354000000
70,BLK,4.956,0.30578,12.147,-0.19114488,30.47,154500000,201.573,1690612,0.0109,1546214400,0.83504,4268999936,26.51,0.032832503,2.2017334,0.03757,1609372800,1553990400,3.02,2019/4/15,117710364,1.370078,69190844416,2,2007/6/5,1月1日,-0.033,1557878400,2.45,14.5654745,1,0.0143,1372492,26.50999956,68934344704,16.74123,4305000000,5582000000
71,BLL,2.485,0.03833,16.089,0.74292517,3.03,334744000,10.602,14835317,0.044299997,1546214400,0.89045,446000000,1.279,0.032832503,6.2554235,0.00824,1609372800,1553990400,7.24,2019/4/15,330981548,0.424287,28912633856,2,2017/5/17,1月2日,-0.064,1557878400,1.65,21.887789,1,0.0581,10096378,1.279000004,22200221696,51.85301,454000000,1126000000
72,BMY,3.172,0.22089,10.179,-0.119917154,4.41,1635719936,9.304,94798968,0.058000002,1546214400,0.7505,5144000000,3.14,0.032832503,4.9451847,0.00109,1609372800,1553990400,5.92,2019/4/15,1633873792,0.792053,73860243456,2,2001/8/7,951777/1000000,0.151,1557878400,2.14,10.433106,1,0.058000002,77458472,3.140000266,75259469824,14.652865,4920000000,6418000000
73,BR,3.6,0.11307,17.381,0.11677468,5.21,116139000,10.929,2806375,0.0242,1530316800,0.39631,505600000,4.236,0.032832503,12.090768,0.21413,1593475200,1553990400,2.81,2019/4/15,115418842,0.786313,16098418688,2,-,,0.578,1557878400,2.52,25.362764,1,0.0313,2219592,4.236000018,15346607104,31.194523,427900000,594900000
